id,loan_amnt,int_rate,issue_d,purpose,addr_state
559,3150,15.27%,12/1/11,vacation,PA
560,12000,14.27%,12/1/11,credit_card,CA
561,28000,7.90%,12/1/11,home_improvement,IL
562,5000,12.42%,12/1/11,wedding,FL
563,3000,9.91%,12/1/11,renewable_energy,MN
564,3000,7.90%,12/1/11,other,WA
565,8400,6.62%,12/1/11,debt_consolidation,CA
566,7000,10.65%,12/1/11,debt_consolidation,CA
567,18550,19.42%,12/1/11,debt_consolidation,IL
568,2000,9.91%,12/1/11,other,GA
569,12000,14.65%,12/1/11,debt_consolidation,NY
570,8575,17.58%,12/1/11,debt_consolidation,FL
571,28000,12.42%,12/1/11,debt_consolidation,GA
572,10000,7.90%,12/1/11,debt_consolidation,OR
573,25000,19.42%,12/1/11,credit_card,LA
574,8000,11.71%,12/1/11,credit_card,CA
575,16000,18.25%,12/1/11,credit_card,OH
576,25000,11.71%,12/1/11,debt_consolidation,FL
577,2000,9.91%,12/1/11,other,IL
578,16800,14.65%,12/1/11,credit_card,TX
579,8000,8.90%,12/1/11,credit_card,CA
580,12000,12.69%,12/1/11,debt_consolidation,CT
581,11000,7.90%,12/1/11,credit_card,AZ
582,5000,16.29%,12/1/11,medical,WA
583,18000,16.29%,12/1/11,debt_consolidation,TX
584,10000,12.69%,12/1/11,debt_consolidation,CA
585,5000,9.91%,12/1/11,credit_card,OH
586,10000,16.29%,12/1/11,credit_card,NY
587,25000,9.91%,12/1/11,vacation,CA
588,2400,12.69%,12/1/11,medical,OR
589,3000,16.29%,12/1/11,other,FL
590,7700,16.77%,12/1/11,other,TX
591,2400,13.49%,12/1/11,other,TX
592,18500,19.03%,12/1/11,debt_consolidation,CT
593,5000,10.65%,12/1/11,credit_card,CA
594,14000,17.58%,12/1/11,debt_consolidation,TX
595,24500,20.89%,12/1/11,credit_card,NJ
596,2400,10.65%,12/1/11,major_purchase,GA
597,1800,12.42%,12/1/11,other,CA
598,22200,19.42%,12/1/11,debt_consolidation,CA
599,21400,19.42%,12/1/11,credit_card,FL
600,13000,7.90%,12/1/11,credit_card,MN
601,8000,12.69%,12/1/11,car,CA
602,3600,12.69%,12/1/11,medical,MI
603,12375,23.13%,12/1/11,other,FL
604,9400,9.91%,12/1/11,debt_consolidation,GA
605,9600,14.27%,12/1/11,home_improvement,FL
606,17000,10.65%,12/1/11,debt_consolidation,PA
607,25000,19.03%,12/1/11,debt_consolidation,IL
608,16950,16.77%,12/1/11,debt_consolidation,NC
609,30000,19.03%,12/1/11,credit_card,TX
610,10800,14.27%,12/1/11,credit_card,NV
611,6000,7.90%,12/1/11,credit_card,CA
612,35000,8.90%,12/1/11,credit_card,CO
613,10000,10.65%,12/1/11,debt_consolidation,NY
614,15000,19.91%,12/1/11,credit_card,NY
615,5000,12.69%,12/1/11,other,IL
616,3000,17.27%,12/1/11,debt_consolidation,CA
617,7100,14.65%,12/1/11,debt_consolidation,IL
618,12000,16.77%,12/1/11,credit_card,CA
619,22400,22.74%,12/1/11,credit_card,NY
620,5825,10.65%,12/1/11,debt_consolidation,CA
621,22250,12.69%,12/1/11,debt_consolidation,NY
622,18000,16.77%,12/1/11,debt_consolidation,CA
623,6000,12.42%,12/1/11,credit_card,WI
624,7650,11.71%,12/1/11,debt_consolidation,CA
625,21000,18.25%,12/1/11,credit_card,PA
626,20675,15.27%,12/1/11,other,CA
627,13200,7.90%,12/1/11,debt_consolidation,NC
628,12000,7.51%,12/1/11,debt_consolidation,LA
629,20000,19.03%,12/1/11,debt_consolidation,AZ
630,15000,6.03%,12/1/11,house,NJ
631,27050,18.64%,12/1/11,debt_consolidation,UT
632,22500,17.27%,12/1/11,debt_consolidation,SC
633,20500,12.69%,12/1/11,debt_consolidation,CA
634,12800,12.42%,12/1/11,credit_card,CA
635,27575,10.65%,12/1/11,other,WY
636,7000,12.69%,12/1/11,debt_consolidation,NY
637,7600,16.77%,12/1/11,other,TX
638,29000,12.42%,12/1/11,debt_consolidation,PA
639,10000,14.27%,12/1/11,moving,VA
640,14125,7.90%,12/1/11,debt_consolidation,TX
641,12000,6.62%,12/1/11,debt_consolidation,CA
642,9575,6.62%,12/1/11,credit_card,VA
643,12000,20.30%,12/1/11,debt_consolidation,FL
644,12000,15.96%,12/1/11,debt_consolidation,NY
645,10000,12.69%,12/1/11,credit_card,NJ
646,10000,15.96%,12/1/11,debt_consolidation,MA
647,25000,14.27%,12/1/11,debt_consolidation,FL
648,24000,9.91%,12/1/11,debt_consolidation,GA
649,14575,10.65%,12/1/11,credit_card,NJ
650,9000,7.51%,12/1/11,debt_consolidation,MO
651,10000,13.49%,12/1/11,debt_consolidation,NY
652,7125,17.58%,12/1/11,credit_card,MN
653,15000,10.65%,12/1/11,debt_consolidation,PA
654,13000,13.49%,12/1/11,debt_consolidation,CA
655,12000,12.69%,12/1/11,debt_consolidation,RI
656,18000,20.30%,12/1/11,credit_card,NV
657,30000,14.27%,12/1/11,small_business,TX
658,21600,17.27%,12/1/11,home_improvement,TX
659,7600,16.77%,12/1/11,small_business,SD
660,7000,12.42%,12/1/11,credit_card,CA
661,7000,8.90%,12/1/11,debt_consolidation,WI
662,3600,17.27%,12/1/11,other,NJ
663,3500,12.69%,12/1/11,major_purchase,NC
664,5000,8.90%,12/1/11,medical,NJ
665,10000,11.71%,12/1/11,debt_consolidation,CT
666,4500,13.49%,12/1/11,credit_card,MN
667,12000,11.71%,12/1/11,debt_consolidation,NJ
668,12000,19.03%,12/1/11,debt_consolidation,OH
669,10700,12.42%,12/1/11,debt_consolidation,AZ
670,6000,10.65%,12/1/11,credit_card,FL
671,20000,7.90%,12/1/11,wedding,NY
672,10800,16.77%,12/1/11,debt_consolidation,TX
673,25000,19.03%,12/1/11,debt_consolidation,GA
674,20000,14.27%,12/1/11,debt_consolidation,CA
675,3600,13.49%,12/1/11,vacation,LA
676,6000,8.90%,12/1/11,debt_consolidation,NJ
677,10375,14.27%,12/1/11,credit_card,KY
678,25000,8.90%,12/1/11,debt_consolidation,CA
679,10000,16.29%,12/1/11,debt_consolidation,NC
680,10000,12.42%,12/1/11,small_business,CO
681,5600,6.03%,12/1/11,car,NY
682,6000,12.42%,12/1/11,car,IL
683,8000,7.90%,12/1/11,debt_consolidation,AZ
684,35000,12.42%,12/1/11,debt_consolidation,CA
685,10000,11.71%,12/1/11,debt_consolidation,GA
686,11000,7.51%,12/1/11,debt_consolidation,FL
687,5000,9.91%,12/1/11,debt_consolidation,OR
688,6500,10.65%,12/1/11,debt_consolidation,TX
689,20000,20.30%,12/1/11,credit_card,CO
690,12000,12.69%,12/1/11,debt_consolidation,CA
691,8250,19.91%,12/1/11,wedding,OR
692,21000,7.90%,12/1/11,debt_consolidation,NY
693,8400,16.77%,12/1/11,credit_card,NY
694,7000,12.69%,12/1/11,debt_consolidation,MA
695,12000,12.42%,12/1/11,car,RI
696,7200,11.71%,12/1/11,credit_card,FL
697,12000,10.65%,12/1/11,debt_consolidation,GA
698,12800,14.27%,12/1/11,credit_card,FL
699,3050,9.91%,12/1/11,car,TX
700,9000,14.65%,12/1/11,debt_consolidation,IL
701,10000,11.71%,12/1/11,debt_consolidation,NV
702,10000,9.91%,12/1/11,debt_consolidation,PA
703,10000,14.27%,12/1/11,credit_card,SD
704,8500,16.29%,12/1/11,debt_consolidation,IL
705,35000,11.71%,12/1/11,debt_consolidation,NY
706,7200,13.49%,12/1/11,debt_consolidation,MD
707,21000,14.27%,12/1/11,credit_card,FL
708,27000,9.91%,12/1/11,debt_consolidation,MA
709,28625,20.30%,12/1/11,debt_consolidation,NY
710,4000,14.27%,12/1/11,debt_consolidation,WA
711,7300,11.71%,12/1/11,other,NY
712,18000,8.90%,12/1/11,credit_card,MI
713,5000,11.71%,12/1/11,other,KY
714,6500,14.27%,12/1/11,debt_consolidation,NC
715,14100,17.58%,12/1/11,small_business,TX
716,35000,19.03%,12/1/11,small_business,OR
717,10000,14.27%,12/1/11,home_improvement,VA
718,3000,7.90%,12/1/11,debt_consolidation,AK
719,25000,19.03%,12/1/11,debt_consolidation,CA
720,28000,15.96%,12/1/11,credit_card,VA
721,10000,14.65%,12/1/11,credit_card,NY
722,12000,7.90%,12/1/11,credit_card,CO
723,10000,17.27%,12/1/11,small_business,NY
724,11000,8.90%,12/1/11,debt_consolidation,MA
725,10000,15.27%,12/1/11,small_business,NY
726,5000,6.62%,12/1/11,debt_consolidation,MA
727,5000,6.03%,12/1/11,other,NY
728,5000,8.90%,12/1/11,debt_consolidation,NY
729,6000,14.27%,12/1/11,credit_card,CA
730,5000,14.27%,12/1/11,vacation,GA
731,20050,17.58%,12/1/11,credit_card,RI
732,7000,16.77%,12/1/11,wedding,NY
733,25000,10.65%,12/1/11,debt_consolidation,MA
734,3000,12.69%,12/1/11,debt_consolidation,CA
735,8400,17.27%,12/1/11,credit_card,CT
736,24925,23.91%,12/1/11,credit_card,FL
737,5000,9.91%,12/1/11,debt_consolidation,OH
738,12000,14.27%,12/1/11,credit_card,FL
739,12000,12.42%,12/1/11,credit_card,WI
740,13200,11.71%,12/1/11,debt_consolidation,CA
741,6000,6.03%,12/1/11,major_purchase,NJ
742,10000,6.62%,12/1/11,credit_card,PA
743,17500,12.42%,12/1/11,credit_card,NY
744,6500,10.65%,12/1/11,debt_consolidation,MO
745,10000,7.51%,12/1/11,small_business,MN
746,12000,9.91%,12/1/11,debt_consolidation,LA
747,10000,14.27%,12/1/11,debt_consolidation,CA
748,12375,14.27%,12/1/11,credit_card,MA
749,10000,10.65%,12/1/11,debt_consolidation,FL
750,20000,18.25%,12/1/11,small_business,IL
751,4400,19.03%,12/1/11,small_business,NY
752,25000,13.49%,12/1/11,debt_consolidation,GA
753,14125,12.42%,12/1/11,debt_consolidation,NC
754,35000,20.30%,12/1/11,wedding,NJ
755,13600,12.69%,12/1/11,debt_consolidation,TX
756,20000,12.69%,12/1/11,credit_card,MA
757,18000,13.49%,12/1/11,debt_consolidation,PA
758,13000,16.77%,12/1/11,debt_consolidation,MO
759,35000,16.77%,12/1/11,debt_consolidation,TX
760,35000,14.27%,12/1/11,credit_card,MI
761,12000,11.71%,12/1/11,debt_consolidation,MA
762,7200,13.49%,12/1/11,debt_consolidation,IL
763,25000,15.96%,12/1/11,small_business,FL
764,4000,12.69%,12/1/11,other,CA
765,7000,7.51%,12/1/11,credit_card,FL
766,15000,13.49%,12/1/11,other,SC
767,12800,11.71%,12/1/11,debt_consolidation,PA
768,35000,20.89%,12/1/11,debt_consolidation,NC
769,15000,16.77%,12/1/11,credit_card,FL
770,7200,7.90%,12/1/11,debt_consolidation,CT
771,13000,17.27%,12/1/11,debt_consolidation,AR
772,28000,7.90%,12/1/11,credit_card,NJ
773,12000,9.91%,12/1/11,debt_consolidation,AL
774,16000,17.58%,12/1/11,debt_consolidation,NV
775,14000,8.90%,12/1/11,other,NY
776,11500,11.71%,12/1/11,debt_consolidation,CA
777,10500,14.65%,12/1/11,debt_consolidation,GA
778,14400,12.42%,12/1/11,credit_card,CT
779,16000,9.91%,12/1/11,debt_consolidation,CA
780,5375,9.91%,12/1/11,debt_consolidation,WA
781,12000,13.49%,12/1/11,credit_card,FL
782,12000,7.51%,12/1/11,debt_consolidation,NY
783,17000,6.03%,12/1/11,small_business,CA
784,30000,19.03%,12/1/11,credit_card,AZ
785,13000,20.30%,12/1/11,debt_consolidation,OH
786,7125,7.51%,12/1/11,debt_consolidation,MO
787,14000,18.25%,12/1/11,wedding,TX
788,8000,14.65%,12/1/11,debt_consolidation,CA
789,12500,11.71%,12/1/11,debt_consolidation,HI
790,10000,14.27%,12/1/11,car,NY
791,12000,13.49%,12/1/11,other,CA
792,14000,10.65%,12/1/11,credit_card,IL
793,7500,6.03%,12/1/11,debt_consolidation,MA
794,19200,9.91%,12/1/11,debt_consolidation,WA
795,9000,11.71%,12/1/11,debt_consolidation,FL
796,16000,17.27%,12/1/11,credit_card,CA
797,20000,8.90%,12/1/11,credit_card,CT
798,9000,13.49%,12/1/11,debt_consolidation,FL
799,9600,7.51%,12/1/11,debt_consolidation,CA
800,12000,12.69%,12/1/11,debt_consolidation,CA
801,18000,11.71%,12/1/11,home_improvement,TX
802,1000,13.49%,12/1/11,small_business,AR
803,15000,15.27%,12/1/11,credit_card,PA
804,12000,16.77%,12/1/11,debt_consolidation,CA
805,12000,14.27%,12/1/11,medical,CA
806,14000,8.90%,12/1/11,credit_card,NC
807,15600,15.96%,12/1/11,debt_consolidation,MD
808,10000,10.65%,12/1/11,debt_consolidation,TX
809,7200,12.69%,12/1/11,other,OH
810,22250,15.27%,12/1/11,debt_consolidation,MO
811,13250,17.27%,12/1/11,debt_consolidation,MA
812,26400,14.27%,12/1/11,house,NC
813,11000,9.91%,12/1/11,debt_consolidation,WI
814,9600,8.90%,12/1/11,credit_card,MN
815,10000,16.77%,12/1/11,debt_consolidation,CA
816,7000,15.96%,12/1/11,other,MA
817,11000,9.91%,12/1/11,wedding,TX
818,13000,16.77%,12/1/11,wedding,OH
819,5000,7.51%,12/1/11,credit_card,OK
820,6000,11.71%,12/1/11,small_business,DC
821,3000,13.49%,12/1/11,debt_consolidation,CA
822,8200,16.77%,12/1/11,credit_card,CA
823,17000,12.42%,12/1/11,credit_card,CA
824,5000,10.65%,12/1/11,car,FL
825,6400,8.90%,12/1/11,debt_consolidation,AZ
826,13000,16.29%,12/1/11,debt_consolidation,PA
827,18000,11.71%,12/1/11,debt_consolidation,GA
828,16000,15.27%,12/1/11,debt_consolidation,SC
829,13200,17.27%,12/1/11,credit_card,NJ
830,10000,16.77%,12/1/11,credit_card,KY
831,15000,15.96%,12/1/11,credit_card,FL
832,5000,14.27%,12/1/11,debt_consolidation,CA
833,7200,7.90%,12/1/11,credit_card,CA
834,15000,7.90%,12/1/11,debt_consolidation,TX
835,15700,19.42%,12/1/11,debt_consolidation,CA
836,5000,21.28%,12/1/11,debt_consolidation,FL
837,9600,11.71%,12/1/11,debt_consolidation,FL
838,16000,19.91%,12/1/11,debt_consolidation,NY
839,35000,19.03%,12/1/11,credit_card,CA
840,21000,14.65%,12/1/11,credit_card,OK
841,12000,17.58%,12/1/11,debt_consolidation,CA
842,6000,10.65%,12/1/11,debt_consolidation,WV
843,20000,20.30%,12/1/11,debt_consolidation,NJ
844,6000,14.65%,12/1/11,other,TX
845,7150,12.69%,12/1/11,credit_card,VA
846,13000,19.42%,12/1/11,credit_card,VA
847,32000,6.62%,12/1/11,small_business,CT
848,8000,15.27%,12/1/11,house,CA
849,15500,13.49%,12/1/11,debt_consolidation,NY
850,7000,8.90%,12/1/11,credit_card,IL
851,12000,6.62%,12/1/11,debt_consolidation,MO
852,10400,14.65%,12/1/11,credit_card,TX
853,12000,12.69%,12/1/11,credit_card,CT
854,8000,11.71%,12/1/11,wedding,CA
855,16000,16.29%,12/1/11,credit_card,KS
856,4500,10.65%,12/1/11,credit_card,VA
857,5000,12.42%,12/1/11,debt_consolidation,IL
858,3600,16.29%,12/1/11,major_purchase,GA
859,30000,20.30%,12/1/11,debt_consolidation,FL
860,21000,13.49%,12/1/11,debt_consolidation,NJ
861,7000,14.27%,12/1/11,small_business,IL
862,17475,7.90%,12/1/11,home_improvement,NY
863,27575,12.69%,12/1/11,debt_consolidation,MA
864,7000,8.90%,12/1/11,debt_consolidation,NC
865,15000,7.90%,12/1/11,debt_consolidation,MA
866,2250,13.49%,12/1/11,credit_card,AZ
867,17050,12.42%,12/1/11,debt_consolidation,GA
868,16500,16.77%,12/1/11,debt_consolidation,NY
869,35000,19.91%,12/1/11,home_improvement,GA
870,3250,12.42%,12/1/11,debt_consolidation,NC
871,7000,7.90%,12/1/11,credit_card,TX
872,24000,11.71%,12/1/11,debt_consolidation,NJ
873,13200,16.77%,12/1/11,credit_card,IL
874,22750,8.90%,12/1/11,debt_consolidation,PA
875,12000,8.90%,12/1/11,debt_consolidation,CA
876,30000,10.65%,12/1/11,debt_consolidation,TX
877,1200,12.69%,12/1/11,vacation,CA
878,4800,8.90%,12/1/11,debt_consolidation,FL
879,18000,20.89%,12/1/11,debt_consolidation,CA
880,7200,8.90%,12/1/11,debt_consolidation,CA
881,15000,9.91%,12/1/11,debt_consolidation,CA
882,10500,15.27%,12/1/11,debt_consolidation,CA
883,15000,17.27%,12/1/11,other,CA
884,5000,7.90%,12/1/11,small_business,IL
885,12800,13.49%,12/1/11,debt_consolidation,IL
886,4000,8.90%,12/1/11,small_business,CA
887,14000,12.42%,12/1/11,debt_consolidation,NC
888,27000,11.71%,12/1/11,debt_consolidation,MA
889,15000,12.42%,12/1/11,debt_consolidation,WA
890,35000,20.89%,12/1/11,debt_consolidation,CA
891,2400,14.27%,12/1/11,debt_consolidation,VA
892,5900,12.42%,12/1/11,debt_consolidation,FL
893,5000,11.71%,12/1/11,credit_card,OR
894,22000,19.42%,12/1/11,debt_consolidation,AZ
895,13250,17.58%,12/1/11,debt_consolidation,OK
896,12600,14.27%,12/1/11,debt_consolidation,NY
897,20000,11.71%,12/1/11,debt_consolidation,TX
898,18000,7.90%,12/1/11,credit_card,VT
899,19200,16.77%,12/1/11,debt_consolidation,OK
900,7000,11.71%,12/1/11,debt_consolidation,WV
901,25000,15.96%,12/1/11,debt_consolidation,MA
902,10000,6.03%,12/1/11,other,TX
903,2250,15.27%,12/1/11,other,FL
904,23000,9.91%,12/1/11,debt_consolidation,PA
905,6750,17.27%,12/1/11,small_business,GA
906,10000,10.65%,12/1/11,credit_card,FL
907,16000,11.71%,12/1/11,debt_consolidation,MT
908,5600,8.90%,12/1/11,credit_card,IL
909,12000,19.42%,12/1/11,debt_consolidation,CT
910,4800,6.03%,12/1/11,other,NJ
911,25000,14.65%,12/1/11,debt_consolidation,FL
912,10000,11.71%,12/1/11,debt_consolidation,CA
913,2200,9.91%,12/1/11,debt_consolidation,PA
914,24000,12.69%,12/1/11,credit_card,CA
915,16000,7.90%,12/1/11,credit_card,WI
916,10000,9.91%,12/1/11,credit_card,NH
917,10625,14.27%,12/1/11,debt_consolidation,VT
918,9600,14.65%,12/1/11,credit_card,NC
919,7200,20.89%,12/1/11,debt_consolidation,OH
920,12000,8.90%,12/1/11,debt_consolidation,NY
921,5000,12.42%,12/1/11,credit_card,NY
922,30000,21.67%,12/1/11,debt_consolidation,NY
923,12000,16.29%,12/1/11,credit_card,HI
924,18000,17.27%,12/1/11,debt_consolidation,NY
925,10000,9.91%,12/1/11,credit_card,VA
926,10000,9.91%,12/1/11,debt_consolidation,NJ
927,26000,7.51%,12/1/11,debt_consolidation,GA
928,17475,9.91%,12/1/11,debt_consolidation,CA
929,10400,22.35%,12/1/11,debt_consolidation,CA
930,10000,10.65%,12/1/11,credit_card,CA
931,17250,19.42%,12/1/11,credit_card,GA
932,10000,6.62%,12/1/11,debt_consolidation,NC
933,12000,13.49%,12/1/11,debt_consolidation,OH
934,6000,7.90%,12/1/11,credit_card,MA
935,19075,18.25%,12/1/11,debt_consolidation,CA
936,20000,11.71%,12/1/11,credit_card,OH
937,24000,7.90%,12/1/11,debt_consolidation,NY
938,17200,17.27%,12/1/11,home_improvement,PA
939,15000,8.90%,12/1/11,home_improvement,TX
940,10625,11.71%,12/1/11,credit_card,NM
941,8400,14.65%,12/1/11,credit_card,PA
942,28000,14.65%,12/1/11,credit_card,CA
943,16000,15.96%,12/1/11,home_improvement,GA
944,18000,16.77%,12/1/11,credit_card,MN
945,15000,14.27%,12/1/11,credit_card,TX
946,20675,13.49%,12/1/11,debt_consolidation,VA
947,13225,12.69%,12/1/11,credit_card,TX
948,11775,13.49%,12/1/11,credit_card,FL
949,16400,17.27%,12/1/11,credit_card,NJ
950,10075,12.42%,12/1/11,credit_card,AR
951,10000,14.27%,12/1/11,debt_consolidation,NY
952,14000,12.42%,12/1/11,debt_consolidation,NC
953,13000,9.91%,12/1/11,debt_consolidation,NY
954,15000,11.71%,12/1/11,debt_consolidation,FL
955,5000,16.77%,12/1/11,debt_consolidation,NY
956,9350,7.51%,12/1/11,credit_card,CO
957,30000,20.30%,12/1/11,small_business,FL
958,18225,12.42%,12/1/11,debt_consolidation,CT
959,18000,15.27%,12/1/11,debt_consolidation,NY
960,3600,6.62%,12/1/11,other,KY
961,29000,10.65%,12/1/11,debt_consolidation,NH
962,5000,16.29%,12/1/11,car,MD
963,6400,16.29%,12/1/11,debt_consolidation,PA
964,12000,16.77%,12/1/11,debt_consolidation,FL
965,35000,8.90%,12/1/11,debt_consolidation,VA
966,18000,9.91%,12/1/11,credit_card,TX
967,8075,22.35%,12/1/11,debt_consolidation,PA
968,15625,8.90%,12/1/11,debt_consolidation,SC
969,24000,13.49%,12/1/11,credit_card,CO
970,5000,14.27%,12/1/11,home_improvement,PA
971,14000,20.89%,12/1/11,debt_consolidation,CT
972,6000,16.77%,12/1/11,debt_consolidation,PA
973,7200,9.91%,12/1/11,credit_card,CA
974,5000,14.27%,12/1/11,debt_consolidation,NJ
975,6600,10.65%,12/1/11,credit_card,FL
976,7000,6.62%,12/1/11,car,CA
977,20000,15.27%,12/1/11,debt_consolidation,CA
978,8000,12.42%,12/1/11,credit_card,NJ
979,12000,9.91%,12/1/11,home_improvement,HI
980,20000,11.71%,12/1/11,credit_card,CA
981,10000,8.90%,12/1/11,debt_consolidation,NY
982,16000,12.69%,12/1/11,debt_consolidation,NJ
983,10000,11.71%,12/1/11,other,MO
984,18000,16.29%,12/1/11,credit_card,CA
985,4000,12.42%,12/1/11,credit_card,NY
986,15000,12.42%,12/1/11,debt_consolidation,WA
987,10000,18.64%,12/1/11,credit_card,RI
988,29500,14.27%,12/1/11,debt_consolidation,CA
989,20125,19.42%,12/1/11,credit_card,TX
990,30000,21.28%,12/1/11,debt_consolidation,FL
991,24000,16.77%,12/1/11,debt_consolidation,MO
992,14000,15.96%,12/1/11,debt_consolidation,VA
993,5375,10.65%,12/1/11,credit_card,RI
994,8300,8.90%,12/1/11,debt_consolidation,NV
995,7000,8.90%,12/1/11,debt_consolidation,MA
996,2425,15.27%,12/1/11,home_improvement,NJ
997,6950,9.91%,12/1/11,credit_card,CA
998,12375,9.91%,12/1/11,credit_card,FL
999,35000,20.30%,12/1/11,debt_consolidation,CO
1000,14000,17.27%,12/1/11,debt_consolidation,CA
1001,14000,14.27%,12/1/11,debt_consolidation,NY
1002,5500,14.27%,12/1/11,credit_card,KS
1003,4800,14.65%,12/1/11,credit_card,CA
1004,9000,12.69%,12/1/11,debt_consolidation,DC
1005,16000,12.69%,12/1/11,credit_card,NY
1006,5000,7.90%,12/1/11,debt_consolidation,CA
1007,35000,12.42%,12/1/11,debt_consolidation,FL
1008,18500,7.90%,12/1/11,debt_consolidation,WA
1009,5350,15.27%,12/1/11,home_improvement,GA
1010,25000,12.69%,12/1/11,debt_consolidation,VA
1011,10000,10.65%,12/1/11,credit_card,NY
1012,12000,7.51%,12/1/11,debt_consolidation,MD
1013,18000,9.91%,12/1/11,debt_consolidation,WA
1014,3000,17.58%,12/1/11,other,CA
1015,6000,7.90%,12/1/11,credit_card,CA
1016,20000,16.77%,12/1/11,credit_card,NY
1017,35000,19.03%,12/1/11,home_improvement,NC
1018,10000,9.91%,12/1/11,debt_consolidation,VA
1019,12000,9.91%,12/1/11,debt_consolidation,NJ
1020,5875,7.90%,12/1/11,debt_consolidation,CA
1021,10000,13.49%,12/1/11,debt_consolidation,MA
1022,28000,11.71%,12/1/11,debt_consolidation,MD
1023,11200,11.71%,12/1/11,other,NY
1024,10000,14.27%,12/1/11,credit_card,CA
1025,20000,14.27%,12/1/11,debt_consolidation,CA
1026,9450,14.27%,12/1/11,credit_card,NJ
1027,19000,16.77%,12/1/11,debt_consolidation,TX
1028,18825,18.64%,12/1/11,debt_consolidation,NJ
1029,20400,17.58%,12/1/11,credit_card,NJ
1030,21650,12.69%,12/1/11,debt_consolidation,PA
1031,24000,21.67%,12/1/11,debt_consolidation,MD
1032,24500,17.27%,12/1/11,debt_consolidation,NJ
1033,9000,10.65%,12/1/11,debt_consolidation,IL
1034,15000,11.71%,12/1/11,credit_card,CA
1035,20000,18.64%,12/1/11,credit_card,NY
1036,7100,19.42%,12/1/11,credit_card,MD
1037,6000,10.65%,12/1/11,debt_consolidation,TX
1038,5600,7.90%,12/1/11,credit_card,NY
1039,7000,10.65%,12/1/11,debt_consolidation,NY
1040,20300,14.27%,12/1/11,debt_consolidation,NY
1041,6000,10.65%,12/1/11,credit_card,IL
1042,30000,14.27%,12/1/11,credit_card,RI
1043,12000,7.90%,12/1/11,debt_consolidation,NJ
1044,13650,10.65%,12/1/11,credit_card,FL
1045,24000,12.69%,12/1/11,debt_consolidation,MA
1046,6200,18.64%,12/1/11,credit_card,WA
1047,25000,14.65%,12/1/11,credit_card,CA
1048,12000,13.49%,12/1/11,debt_consolidation,VA
1049,2300,7.51%,12/1/11,other,MI
1050,8875,10.65%,12/1/11,debt_consolidation,UT
1051,18800,21.28%,12/1/11,debt_consolidation,NY
1052,12000,11.71%,12/1/11,home_improvement,VA
1053,9000,7.90%,12/1/11,credit_card,MD
1054,7600,8.90%,12/1/11,debt_consolidation,PA
1055,16000,11.71%,12/1/11,debt_consolidation,FL
